Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
2,13.31,13.31,3,13.38,13.38,1,13.17,13.17,4,13.62,13.62
2,10.01,23.32,1,9.94,23.32,4,10.70,23.87,3,10.03,23.65
2,10.07,33.39,1,10.06,33.38,4,9.91,33.78,3,9.96,33.61
1,10.11,43.50,2,10.15,43.53,4,10.01,43.79,3,10.12,43.73
2,9.63,53.13,1,9.57,53.10,4,9.61,53.40,3,9.61,53.34
1,9.59,1:02.72,2,9.70,1:02.80,3,9.65,1:03.05,4,9.88,1:03.22
1,9.77,1:12.49,2,9.73,1:12.53,3,9.59,1:12.64,4,9.67,1:12.89
3,9.74,1:22.23,1,9.62,1:22.15,2,9.56,1:22.20,4,9.57,1:22.46
2,9.92,1:32.143,0,,DQ,1,9.62,1:31.815,3,9.90,1:32.354
