Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
1,6.97,6.97,3,7.02,7.02,2,6.98,6.98,4,7.25,7.25
1,8.87,15.84,3,9.03,16.05,2,8.96,15.94,4,8.96,16.21
1,8.39,24.23,2,8.29,24.34,3,8.58,24.52,4,8.49,24.70
1,8.40,32.63,2,8.42,32.76,3,8.66,33.18,4,17.14,41.84
1,8.65,41.275,2,8.58,41.334,3,9.17,42.342,4,37.54,1:19.374
