Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME
4,7.99,7.99,2,7.52,7.52,3,7.75,7.75,1,7.28,7.28
4,9.92,17.91,2,9.52,17.04,3,9.58,17.33,1,9.44,16.72
4,9.43,27.34,2,9.10,26.14,3,9.01,26.34,1,9.09,25.81
4,9.64,36.98,2,9.12,35.26,3,9.36,35.70,1,9.23,35.04
4,9.93,46.91,2,9.44,44.70,3,9.42,45.12,1,9.45,44.49
