Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME
1,13.00,13.00,2,13.12,13.12,3,13.19,13.19,4,13.35,13.35
3,10.00,23.00,1,9.70,22.82,2,9.68,22.87,4,9.74,23.09
3,9.90,32.90,2,9.97,32.79,1,9.88,32.75,4,9.96,33.05
3,9.78,42.68,2,9.81,42.60,1,9.73,42.48,4,9.75,42.80
3,9.46,52.14,1,9.34,51.94,2,9.54,52.02,4,9.44,52.24
3,9.23,1:01.37,1,9.24,1:01.18,2,9.25,1:01.27,4,9.23,1:01.47
3,9.06,1:10.43,1,9.07,1:10.25,2,9.07,1:10.34,4,9.07,1:10.54
4,9.19,1:19.62,1,9.06,1:19.31,2,9.04,1:19.38,3,8.98,1:19.52
4,9.25,1:28.866,1,9.23,1:28.540,2,9.21,1:28.588,3,9.24,1:28.753
