Denis ZASLAVSKY POSITION,Denis ZASLAVSKY LAP TIME,Denis ZASLAVSKY ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME
4,14.690,14.690,2,14.248,14.248,1,14.040,14.040,3,14.564,14.564
4,11.261,25.950,1,11.371,25.619,2,11.604,25.644,3,11.237,25.800
4,10.758,36.707,3,10.718,36.337,2,10.694,36.337,1,10.468,36.268
4,9.899,46.606,2,9.930,46.266,3,10.061,46.398,1,9.797,46.064
4,9.334,55.940,1,9.177,55.443,2,9.178,55.575,3,9.620,55.683
4,9.095,1:05.034,1,9.156,1:04.599,2,9.107,1:04.681,3,9.045,1:04.728
4,9.208,1:14.242,3,9.190,1:13.788,1,8.925,1:13.606,2,9.023,1:13.750
4,9.174,1:23.416,1,9.015,1:22.803,3,9.455,1:23.061,2,9.296,1:23.046
3,9.53,1:32.939,1,9.71,1:32.513,2,9.74,1:32.795,4,10.21,1:33.249
