Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
1,12.46,12.46,2,12.52,12.52,5,12.93,12.93,3,12.70,12.70,4,12.73,12.73
1,9.48,21.94,2,9.50,22.02,5,9.51,22.44,3,9.41,22.11,4,9.48,22.21
1,9.44,31.38,2,9.44,31.46,5,9.37,31.81,3,9.44,31.55,4,9.44,31.65
1,9.48,40.86,2,9.47,40.93,5,9.44,41.25,3,9.47,41.02,4,9.46,41.11
1,9.50,50.36,2,9.50,50.43,5,9.50,50.75,3,9.51,50.53,4,9.50,50.61
1,9.49,59.85,2,9.50,59.93,5,9.53,1:00.28,3,9.55,1:00.08,4,9.53,1:00.14
1,9.54,1:09.39,2,9.53,1:09.46,5,9.51,1:09.79,3,9.55,1:09.63,4,9.52,1:09.66
1,9.74,1:19.13,2,9.74,1:19.20,5,9.75,1:19.54,4,9.89,1:19.52,3,9.59,1:19.25
1,9.91,1:29.037,4,10.13,1:29.328,3,9.72,1:29.256,5,10.50,1:30.017,2,9.87,1:29.119
