LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Hiroko SADAKANE POSITION,Hiroko SADAKANE LAP TIME,Hiroko SADAKANE ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
3,13.49,13.49,1,13.31,13.31,2,13.38,13.38,4,13.66,13.66
3,10.09,23.58,1,10.01,23.32,2,9.97,23.35,4,10.03,23.70
3,10.04,33.63,1,10.00,33.33,2,10.21,33.57,4,10.06,33.76
3,10.26,43.89,1,10.40,43.73,2,10.27,43.85,4,10.33,44.09
3,10.15,54.04,1,10.07,53.81,2,10.06,53.92,4,10.15,54.24
3,9.83,1:03.87,1,9.81,1:03.63,2,9.91,1:03.83,4,9.99,1:04.24
2,9.64,1:13.52,1,9.88,1:13.51,3,9.88,1:13.71,4,10.09,1:14.34
1,9.61,1:23.13,2,9.82,1:23.33,3,9.76,1:23.47,4,10.54,1:24.88
1,10.10,1:33.224,2,10.39,1:33.716,3,10.25,1:33.718,4,10.98,1:35.856
