Anna DAVYDENKO POSITION,Anna DAVYDENKO LAP TIME,Anna DAVYDENKO ELAPSED TIME,Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME
5,14.07,14.07,3,13.76,13.76,4,13.85,13.85,2,13.70,13.70,1,13.59,13.59
5,10.26,24.33,3,10.34,24.10,4,10.34,24.19,2,10.33,24.03,1,10.38,23.97
5,10.28,34.61,2,10.09,34.19,4,10.13,34.32,3,10.20,34.23,1,10.17,34.14
5,10.42,45.03,1,9.55,43.74,4,9.92,44.24,3,9.75,43.98,2,9.74,43.88
5,11.08,56.11,1,9.68,53.42,4,9.59,53.83,3,9.62,53.60,2,9.64,53.52
5,11.84,1:07.95,1,9.82,1:03.24,4,9.73,1:03.56,3,9.76,1:03.36,2,9.82,1:03.34
5,12.19,1:20.14,3,10.03,1:13.27,4,9.85,1:13.41,2,9.84,1:13.20,1,9.75,1:13.09
5,13.35,1:33.49,3,10.06,1:23.33,4,10.12,1:23.53,2,9.91,1:23.11,1,9.89,1:22.98
5,13.68,1:47.17,3,10.23,1:33.56,4,10.22,1:33.75,2,9.99,1:33.10,1,9.91,1:32.89
