YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,CHU Sidney K POSITION,CHU Sidney K LAP TIME,CHU Sidney K ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME
1,7.17,7.17,3,7.39,7.39,4,7.75,7.75,2,7.27,7.27
1,9.17,16.34,3,9.23,16.62,4,9.85,17.60,2,9.25,16.52
1,8.77,25.11,3,8.74,25.36,4,9.75,27.35,2,8.73,25.25
1,8.78,33.89,3,8.75,34.11,4,9.79,37.14,2,8.74,33.99
1,8.90,42.79,3,9.02,43.13,4,10.07,47.191,2,9.01,43.00
