ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,Ryan McANUFF POSITION,Ryan McANUFF LAP TIME,Ryan McANUFF ELAPSED TIME,Furkan AKAR POSITION,Furkan AKAR LAP TIME,Furkan AKAR ELAPSED TIME,MURPHY Peter POSITION,MURPHY Peter LAP TIME,MURPHY Peter ELAPSED TIME
1,6.98,6.98,2,7.18,7.18,4,7.43,7.43,3,7.21,7.21,5,7.70,7.70
1,9.17,16.15,3,9.31,16.49,4,9.24,16.67,2,9.08,16.29,5,9.35,17.05
1,8.70,24.85,3,8.82,25.31,4,8.87,25.54,2,8.65,24.94,5,8.95,26.00
1,8.91,33.76,3,8.99,34.30,4,8.88,34.42,2,8.88,33.82,5,9.12,35.12
1,9.04,42.802,3,9.06,43.361,4,9.00,43.425,2,9.02,42.841,5,9.21,44.331
