CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Oliwia GAWLICA POSITION,Oliwia GAWLICA LAP TIME,Oliwia GAWLICA ELAPSED TIME
1,7.30,7.30,3,8.07,8.07,2,7.55,7.55,4,8.14,8.14
1,9.24,16.54,3,9.89,17.96,2,9.60,17.15,4,10.07,18.21
1,8.92,25.46,3,9.38,27.34,2,9.08,26.23,4,9.42,27.63
1,9.15,34.61,3,9.62,36.96,2,9.43,35.66,4,9.50,37.13
1,9.34,43.95,0,,PHOTO,2,9.81,45.47,0,,PHOTO
