HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
2,12.58,12.58,4,13.00,13.00,3,12.71,12.71,1,12.32,12.32
2,9.29,21.87,4,9.15,22.15,3,9.23,21.94,1,9.47,21.79
2,9.12,30.99,4,9.08,31.23,3,9.17,31.11,1,9.17,30.96
1,9.05,40.04,4,9.09,40.32,3,9.13,40.24,2,9.17,40.13
1,9.18,49.22,4,9.19,49.51,3,9.13,49.37,2,9.18,49.31
1,9.35,58.57,4,9.38,58.89,3,9.39,58.76,2,9.37,58.68
1,9.30,1:07.87,4,9.25,1:08.14,3,9.33,1:08.09,2,9.30,1:07.98
1,9.04,1:16.91,2,9.04,1:17.18,4,9.19,1:17.28,3,9.22,1:17.20
1,8.92,1:25.822,2,8.66,1:25.836,3,9.35,1:26.629,4,9.44,1:26.639
