Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Simon van VOSSEL POSITION,Simon van VOSSEL LAP TIME,Simon van VOSSEL ELAPSED TIME,SHIJIRBAATAR Shagdar POSITION,SHIJIRBAATAR Shagdar LAP TIME,SHIJIRBAATAR Shagdar ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Leon FLACK POSITION,Leon FLACK LAP TIME,Leon FLACK ELAPSED TIME
3,7.021,7.021,1,6.815,6.815,5,8.020,8.020,2,6.866,6.866,4,7.530,7.530
3,9.419,16.440,1,9.338,16.153,5,12.066,20.085,2,9.549,16.414,4,8.925,16.454
3,8.959,25.398,1,9.089,25.242,5,12.097,32.181,2,8.957,25.370,4,9.102,25.556
3,9.223,34.620,2,9.239,34.480,5,12.469,44.650,1,9.097,34.467,4,9.170,34.726
2,9.32,43.937,3,9.47,43.948,5,13.16,57.807,1,9.41,43.873,4,9.71,44.432
