LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME
1,7.37,7.37,2,7.48,7.48,4,7.81,7.81,3,7.59,7.59
1,9.39,16.76,2,9.52,17.00,4,9.49,17.30,3,9.58,17.17
1,9.15,25.91,4,9.62,26.62,3,9.32,26.62,2,9.32,26.49
1,9.21,35.12,4,9.75,36.37,3,9.68,36.30,2,9.49,35.98
1,9.56,44.679,3,9.87,46.240,0,,PEN,2,9.42,45.395
