Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME
4,12.889,12.889,2,12.780,12.780,1,12.710,12.710,3,12.827,12.827
4,9.525,22.414,2,9.507,22.287,3,9.646,22.356,1,9.292,22.118
4,9.720,32.133,2,9.690,31.977,3,9.746,32.102,1,9.704,31.822
4,9.599,41.732,3,9.674,41.651,2,9.512,41.614,1,9.574,41.396
4,9.472,51.203,1,9.275,50.926,3,9.504,51.118,2,9.553,50.949
4,9.447,1:00.650,2,9.491,1:00.416,3,9.409,1:00.528,1,9.433,1:00.382
4,9.223,1:09.873,1,9.286,1:09.702,3,9.272,1:09.799,2,9.345,1:09.727
4,9.287,1:19.160,2,9.247,1:18.949,3,9.233,1:19.032,1,9.000,1:18.727
4,9.222,1:28.382,3,9.422,1:28.371,2,9.307,1:28.339,1,9.379,1:28.105
