Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,KIM Yong-Sung POSITION,KIM Yong-Sung LAP TIME,KIM Yong-Sung ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME
3,12.56,12.56,1,12.30,12.30,4,21.82,21.82,2,12.48,12.48
3,20.18,32.75,1,9.42,21.72,0,,,2,9.54,22.03
4,13.72,46.47,1,8.85,30.58,2,0.00,30.97,3,9.17,31.20
4,12.07,58.54,1,9.46,40.05,2,9.26,40.24,3,9.16,40.37
4,11.68,1:10.23,1,9.19,49.24,2,9.10,49.35,3,9.27,49.64
4,11.08,1:21.32,1,9.19,58.43,2,9.44,58.79,3,9.34,58.99
4,11.32,1:32.64,1,9.34,1:07.78,2,9.26,1:08.06,3,9.30,1:08.29
4,11.05,1:43.70,2,9.22,1:17.00,1,8.93,1:16.99,3,8.92,1:17.22
4,12.56,1:56.260,2,9.47,1:26.465,3,9.65,1:26.637,1,9.11,1:26.322
