Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
1,12.92,12.92,4,13.33,13.33,2,13.03,13.03,3,13.17,13.17
1,10.19,23.11,4,10.05,23.38,2,10.17,23.20,3,10.12,23.29
1,10.09,33.20,4,10.05,33.43,3,10.09,33.29,2,9.98,33.27
1,10.10,43.30,4,10.17,43.60,3,10.23,43.52,2,10.15,43.42
1,10.06,53.36,4,10.10,53.70,3,10.06,53.58,2,10.04,53.46
1,9.91,1:03.27,4,9.89,1:03.59,3,9.88,1:03.46,2,9.90,1:03.36
1,9.84,1:13.11,4,9.89,1:13.48,3,9.85,1:13.31,2,9.86,1:13.22
1,9.87,1:22.98,4,9.81,1:23.29,3,9.89,1:23.20,2,9.86,1:23.08
1,10.00,1:32.978,4,10.71,1:33.995,3,9.94,1:33.138,2,9.96,1:33.036
