Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,Mukerrem DENIZ POSITION,Mukerrem DENIZ LAP TIME,Mukerrem DENIZ ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME
2,13.92,13.92,4,14.03,14.03,1,13.80,13.80,5,14.21,14.21,3,14.00,
1,10.22,24.14,2,10.25,24.28,3,10.49,24.29,4,10.22,24.43,5,10.60,
1,10.18,34.32,2,10.15,34.43,4,10.37,34.66,3,10.07,34.50,5,10.13,
1,10.13,44.45,2,10.12,44.55,4,10.10,44.76,3,10.13,44.63,5,10.16,
1,9.86,54.31,2,9.85,54.40,4,9.81,54.57,3,9.85,54.48,5,9.79,
1,9.32,1:03.63,2,9.34,1:03.74,4,9.43,1:04.00,3,9.36,1:03.84,5,9.51,
1,9.25,1:12.88,2,9.23,1:12.97,4,9.16,1:13.16,3,9.23,1:13.07,5,9.34,
1,9.34,1:22.22,2,9.31,1:22.28,4,9.31,1:22.47,3,9.38,1:22.45,5,9.53,
1,9.48,1:31.70,2,9.47,1:31.75,3,9.38,1:31.837,4,9.48,1:31.914,5,10.00,
