Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME
1,6.83,6.83,2,7.01,7.01,3,7.16,7.16,4,7.27,7.27
1,8.86,15.69,2,9.01,16.02,3,9.00,16.16,4,8.99,16.26
1,8.35,24.04,2,8.35,24.37,3,8.32,24.48,4,8.54,24.80
1,8.51,32.55,2,8.49,32.86,3,8.45,32.93,4,8.60,33.40
1,8.67,41.22,0,,PHOTO,3,,41.499,4,8.91,42.292
