Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Ivan DOLINIC POSITION,Ivan DOLINIC LAP TIME,Ivan DOLINIC ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Helmuts SILOVS POSITION,Helmuts SILOVS LAP TIME,Helmuts SILOVS ELAPSED TIME
1,16.790,16.790,3,17.124,17.124,2,16.867,16.867,4,17.380,17.380
1,12.826,29.616,3,12.787,29.911,2,12.839,29.706,4,12.722,30.102
1,11.444,41.059,3,11.630,41.540,2,11.510,41.216,4,11.572,41.674
2,11.326,52.384,3,11.039,52.579,1,11.052,52.268,4,11.177,52.850
1,10.342,1:02.725,3,10.509,1:03.087,2,10.602,1:02.869,4,10.495,1:03.345
1,10.377,1:13.102,3,10.343,1:13.430,2,10.335,1:13.204,4,10.223,1:13.568
1,9.743,1:22.844,3,9.826,1:23.255,2,9.672,1:22.876,4,9.952,1:23.519
1,9.438,1:32.282,3,9.742,1:32.996,2,9.537,1:32.412,4,9.869,1:33.388
2,9.54,1:41.820,3,15.76,1:48.755,1,9.41,1:41.814,0,,DQ
