Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Alex IZYKOWSKI POSITION,Alex IZYKOWSKI LAP TIME,Alex IZYKOWSKI ELAPSED TIME
4,14.554,14.554,3,13.825,13.825,1,13.755,13.755,2,13.789,13.789
4,10.067,24.620,3,10.363,24.187,2,10.323,24.078,1,10.080,23.868
2,8.868,33.488,3,9.326,33.513,4,9.508,33.586,1,9.454,33.322
1,8.997,42.485,3,9.266,42.779,4,9.200,42.786,2,9.387,42.709
4,9.610,52.095,2,9.217,51.995,3,9.265,52.051,1,9.090,51.799
1,8.701,1:00.795,2,9.014,1:01.009,4,9.216,1:01.267,3,9.343,1:01.141
3,9.543,1:10.337,1,8.473,1:09.481,4,9.121,1:10.387,2,9.187,1:10.328
4,9.098,1:19.435,3,9.830,1:19.310,1,8.858,1:19.244,2,8.973,1:19.300
4,9.36,1:28.788,1,8.82,1:28.129,3,9.10,1:28.336,2,8.88,1:28.177
