Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Melle van 'T WOUT POSITION,Melle van 'T WOUT LAP TIME,Melle van 'T WOUT ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,SIGHEL Pietro POSITION,SIGHEL Pietro LAP TIME,SIGHEL Pietro ELAPSED TIME
1,6.84,6.84,4,7.18,7.18,5,7.34,7.34,2,6.94,6.94,3,7.01,7.01
1,8.72,15.56,4,8.87,16.05,5,8.89,16.23,2,8.73,15.67,3,8.75,15.76
1,8.20,23.76,4,8.21,24.26,5,8.40,24.63,2,8.23,23.90,3,8.18,23.94
1,8.35,32.11,4,8.53,32.79,5,8.53,33.16,2,8.48,32.38,3,8.66,32.60
1,8.52,40.63,4,8.52,41.31,5,8.83,41.99,2,8.56,40.94,3,8.53,41.13
