KIM Seoung Il POSITION,KIM Seoung Il LAP TIME,KIM Seoung Il ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Benjamin MACE POSITION,Benjamin MACE LAP TIME,Benjamin MACE ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
1,12.66,12.66,2,12.72,12.72,3,12.86,12.86,5,13.14,13.14,4,12.99,12.99
1,9.62,22.28,2,9.57,22.29,3,9.58,22.44,5,9.52,22.66,4,9.59,22.58
2,9.42,31.70,1,9.32,31.61,3,9.35,31.79,5,9.31,31.97,4,9.30,31.88
1,9.48,41.18,2,9.58,41.19,3,9.57,41.36,5,9.59,41.56,4,9.58,41.46
1,9.09,50.28,2,9.24,50.43,3,9.18,50.54,5,9.19,50.75,4,9.17,50.64
1,9.15,59.43,2,9.10,59.53,3,9.16,59.70,5,9.18,59.93,4,9.20,59.84
1,9.22,1:08.65,2,9.22,1:08.75,3,9.18,1:08.88,5,9.18,1:09.11,4,9.25,1:09.09
1,9.34,1:17.99,2,9.35,1:18.10,3,9.33,1:18.21,4,9.17,1:18.28,5,9.35,1:18.44
1,9.47,1:27.454,2,9.60,1:27.699,0,,DQ,4,9.87,1:28.146,3,9.64,1:28.074
