LEE So Youn POSITION,LEE So Youn LAP TIME,LEE So Youn ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Caroline TRUCHON POSITION,Caroline TRUCHON LAP TIME,Caroline TRUCHON ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME
3,7.51,7.51,1,7.09,7.09,2,7.30,7.30,4,7.61,7.61
3,9.74,17.25,1,9.69,16.78,2,9.55,16.85,4,9.79,17.40
3,9.08,26.33,2,9.29,26.07,1,9.08,25.93,4,9.02,26.42
3,9.19,35.52,2,9.30,35.37,1,9.36,35.29,4,9.23,35.65
4,9.53,45.045,2,9.57,44.931,1,9.56,44.844,3,9.38,45.030
