Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME
3,7.152,7.152,1,6.769,6.769,2,7.059,7.059,4,7.170,7.170
4,9.043,16.194,1,9.053,15.822,2,8.926,15.985,3,8.846,16.016
4,8.795,24.989,1,8.619,24.441,2,8.609,24.594,3,8.842,24.858
4,8.616,33.604,1,8.784,33.224,2,8.811,33.404,3,8.584,33.441
4,9.20,42.804,2,9.08,42.301,1,8.74,42.139,3,8.99,42.423
