Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
1,6.630,6.630,2,6.920,6.920,4,7.170,7.170,3,7.030,7.030
1,9.110,15.750,2,9.010,15.930,4,8.940,16.120,3,9.010,16.050
1,8.630,24.390,2,8.600,24.530,4,8.550,24.670,3,8.560,24.610
1,8.580,32.980,2,8.560,33.100,4,8.650,33.330,3,8.570,33.180
2,9.040,42.020,1,8.710,41.810,4,8.930,42.260,3,9.040,42.230
