FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME
3,7.33,7.33,1,7.17,7.17,2,7.28,7.28,4,7.54,7.54,5,7.78,7.78
3,9.23,16.56,1,9.04,16.21,2,9.17,16.45,4,9.05,16.59,5,9.21,16.99
4,8.65,25.21,1,8.64,24.85,2,8.56,25.01,3,8.56,25.15,5,8.75,25.74
4,8.68,33.89,1,8.80,33.65,2,8.72,33.73,3,8.67,33.82,5,8.80,34.54
2,9.01,42.90,1,9.06,42.71,3,9.23,42.96,4,9.20,43.023,5,9.02,43.567
