START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
1,10.42,10.42,4,10.82,10.82,6,11.04,11.04,3,10.63,10.63,2,10.48,10.48,5,10.83,10.83,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
2,14.83,25.25,3,14.48,25.30,6,14.57,25.61,5,14.87,25.50,4,14.88,25.36,1,14.33,25.16,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
2,12.46,37.71,3,12.56,37.86,6,12.58,38.19,5,12.59,38.09,1,12.08,37.44,4,12.87,38.03,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
3,12.58,50.29,4,12.53,50.39,6,12.48,50.67,2,12.06,50.15,1,12.59,50.03,5,12.51,50.54,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
1,11.94,1:02.23,2,11.93,1:02.32,6,12.16,1:02.83,4,12.30,1:02.45,3,12.31,1:02.34,5,12.17,1:02.71,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
2,11.02,1:13.25,3,11.08,1:13.40,6,10.94,1:13.77,4,11.08,1:13.53,1,10.81,1:13.15,5,10.92,1:13.63,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
3,10.62,1:23.87,4,10.50,1:23.90,2,10.03,1:23.80,6,10.77,1:24.30,1,10.61,1:23.76,5,10.52,1:24.15,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
4,9.63,1:33.50,3,9.50,1:33.40,1,9.38,1:33.18,6,9.48,1:33.78,2,9.50,1:33.26,5,9.36,1:33.51,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
5,9.61,1:43.11,2,9.45,1:42.85,1,9.64,1:42.82,6,9.52,1:43.30,3,9.65,1:42.91,4,9.50,1:43.01,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
5,9.31,1:52.42,1,9.13,1:51.98,2,9.26,1:52.08,6,9.30,1:52.60,4,9.39,1:52.30,3,9.17,1:52.18,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
5,9.35,2:01.77,1,9.09,2:01.07,2,9.10,2:01.18,6,9.30,2:01.90,4,9.36,2:01.66,3,9.12,2:01.30,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
4,9.56,2:11.33,1,9.02,2:10.09,2,9.02,2:10.20,6,9.60,2:11.50,5,9.67,2:11.33,3,8.90,2:10.20,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
4,9.47,2:20.80,1,9.04,2:19.13,3,9.29,2:19.49,6,9.86,2:21.36,5,9.97,2:21.30,2,9.07,2:19.27,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
4,9.99,2:30.791,1,9.10,2:28.229,3,9.53,2:29.012,6,10.20,2:31.551,5,10.00,2:31.293,2,9.14,2:28.404,2012-2013,"ISU World Cup 2012/2013, Sochi (RUS)",1500m,m,RepHeats,3
