Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Sarah CHEN POSITION,Sarah CHEN LAP TIME,Sarah CHEN ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Patricia TOTH POSITION,Patricia TOTH LAP TIME,Patricia TOTH ELAPSED TIME
1,14.05,14.05,3,14.26,14.26,2,14.15,14.15,5,14.39,14.39,4,14.36,14.36
1,10.76,24.81,2,10.63,24.89,3,10.74,24.89,5,10.78,25.17,4,10.69,25.05
1,10.27,35.08,5,10.82,35.71,2,10.29,35.18,4,10.22,35.39,3,10.23,35.28
1,10.32,45.40,5,11.18,46.89,2,10.33,45.51,4,10.37,45.76,3,10.31,45.59
1,10.21,55.61,5,11.77,58.66,2,10.20,55.71,4,10.17,55.93,3,10.21,55.80
1,10.00,1:05.61,5,11.90,1:10.56,2,9.99,1:05.70,4,10.02,1:05.95,3,10.02,1:05.82
1,9.66,1:15.27,5,11.71,1:22.27,2,9.66,1:15.36,4,9.65,1:15.60,3,9.69,1:15.51
1,9.79,1:25.06,5,11.42,1:33.69,2,9.79,1:25.15,4,9.74,1:25.34,3,9.79,1:25.30
1,9.83,1:34.886,5,11.66,1:45.348,2,9.86,1:35.009,3,9.74,1:35.074,4,10.00,1:35.294
