ZHU Mi Lei POSITION,ZHU Mi Lei LAP TIME,ZHU Mi Lei ELAPSED TIME,KANG Yun-Mi POSITION,KANG Yun-Mi LAP TIME,KANG Yun-Mi ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME
1,13.3590,13.3590,2,13.4002,13.4002,3,13.4362,13.4362,4,13.7151,13.7151
2,9.9620,23.3210,1,9.9152,23.3154,3,9.8959,23.3321,4,9.8521,23.5672
3,9.9928,33.3138,4,10.1175,33.4329,2,9.9168,33.2489,1,9.6276,33.1948
2,9.7168,43.0306,1,9.5467,42.9796,4,11.1012,44.3501,3,10.0846,43.2794
2,9.6645,52.6951,3,9.7829,52.7625,1,8.1752,52.5253,4,9.8425,53.1219
3,9.7997,1:02.4948,2,9.7234,1:02.4859,1,9.8735,1:02.3988,4,9.6589,1:02.7808
3,9.9005,1:12.3953,2,9.8780,1:12.3639,1,9.9118,1:12.3106,4,10.0188,1:12.7996
2,9.8843,1:22.2796,3,9.9459,1:22.3098,1,9.7306,1:22.0412,4,9.9862,1:22.7858
1,9.93,1:32.207,3,9.97,1:32.272,2,10.18,1:32.213,4,10.20,1:32.983
