Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME
4,7.86,7.86,2,7.65,7.65,1,7.34,7.34,3,7.75,7.75
4,9.79,17.65,2,9.49,17.14,1,9.32,16.66,3,9.41,17.16
4,9.06,26.71,3,8.90,26.04,1,8.79,25.45,2,8.70,25.86
4,9.23,35.94,3,8.77,34.81,1,8.91,34.36,2,8.86,34.72
4,9.54,45.479,3,8.96,43.764,1,9.16,43.516,2,8.93,43.642
