SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME,Samantha MORRISON POSITION,Samantha MORRISON LAP TIME,Samantha MORRISON ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Louise MILESI POSITION,Louise MILESI LAP TIME,Louise MILESI ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME
3,7.76,7.76,5,8.99,8.99,1,7.54,7.54,4,7.95,7.95,2,7.71,7.71
3,9.60,17.36,5,10.26,19.25,1,9.55,17.09,4,9.62,17.57,2,9.49,17.20
3,9.00,26.36,5,9.25,28.50,1,9.11,26.20,4,9.25,26.82,2,9.08,26.28
3,9.17,35.53,5,9.34,37.84,1,9.26,35.46,4,9.40,36.22,1,9.18,35.46
3,9.69,45.22,5,9.67,47.51,2,9.62,45.08,4,9.73,45.95,1,9.59,45.05
