Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME,Janis PIUSS POSITION,Janis PIUSS LAP TIME,Janis PIUSS ELAPSED TIME
3,7.48,7.48,1,7.11,7.11,2,7.27,7.27,4,7.56,7.56
3,9.63,17.11,1,9.30,16.41,2,9.25,16.52,4,9.62,17.18
3,9.01,26.12,1,8.70,25.11,2,8.69,25.21,4,8.96,26.14
3,9.76,35.88,1,8.85,33.96,2,8.83,34.04,4,32.57,58.71
0,,DQ,1,9.01,42.968,2,9.05,43.085,3,16.72,1:15.426
