Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,DION Pascal POSITION,DION Pascal LAP TIME,DION Pascal ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME
5,7.40,7.40,1,6.86,6.86,3,7.22,7.22,2,7.00,7.00,4,7.31,7.31
5,9.22,16.62,1,9.04,15.90,3,9.13,16.35,2,9.01,16.01,4,9.21,16.52
5,8.62,25.24,2,8.64,24.54,3,8.69,25.04,1,8.51,24.52,4,8.53,25.05
5,9.05,34.29,2,8.82,33.36,4,8.98,34.02,1,8.74,33.26,3,8.76,33.81
5,9.39,43.68,2,8.84,42.20,4,9.07,43.09,1,8.86,42.12,3,8.92,42.73
