Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME
1,7.33,7.33,3,7.67,7.67,4,8.20,8.20,2,7.53,7.53
1,9.46,16.79,3,9.38,17.05,4,9.62,17.82,2,9.33,16.86
1,8.97,25.76,3,8.91,25.96,4,8.97,26.79,2,8.98,25.84
1,9.14,34.90,3,9.11,35.07,4,9.10,35.89,2,9.11,34.95
1,9.45,44.35,3,9.46,44.53,4,9.56,45.45,2,9.46,44.41
