PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,Ekaterina BARANOK POSITION,Ekaterina BARANOK LAP TIME,Ekaterina BARANOK ELAPSED TIME
2,14.89,14.89,1,14.68,14.68,3,15.01,15.01
2,11.23,26.12,1,11.27,25.95,3,11.23,26.24
2,11.11,37.23,1,11.11,37.06,3,11.11,37.35
2,11.03,48.26,1,11.03,48.09,3,11.03,48.38
2,10.97,59.23,1,10.99,59.08,3,10.99,59.37
2,10.99,1:10.22,1,11.01,1:10.09,3,10.99,1:10.36
1,10.34,1:20.56,2,10.70,1:20.79,3,10.53,1:20.89
1,10.25,1:30.81,2,10.23,1:31.02,3,10.22,1:31.11
1,10.56,1:41.368,2,10.49,1:41.505,3,10.48,1:41.583
