Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
1,12.69,12.69,5,13.08,13.08,2,12.77,12.77,3,12.84,12.84,4,12.87,12.87
1,9.64,22.33,5,9.56,22.64,3,9.63,22.40,4,9.68,22.52,2,9.48,22.35
2,9.30,31.63,5,9.32,31.96,3,9.34,31.74,4,9.33,31.85,1,9.21,31.56
1,9.33,40.96,5,9.41,41.37,4,9.50,41.24,3,9.23,41.08,2,9.43,40.99
1,9.13,50.09,5,9.13,50.50,4,9.08,50.32,3,9.18,50.26,2,9.21,50.20
1,9.10,59.19,5,9.11,59.61,3,9.04,59.36,4,9.17,59.43,2,9.09,59.29
1,8.98,1:08.17,5,9.25,1:08.86,2,8.90,1:08.26,4,9.07,1:08.50,3,9.09,1:08.38
1,9.23,1:17.40,5,9.62,1:18.48,2,9.22,1:17.48,4,9.22,1:17.72,3,9.23,1:17.61
1,9.38,1:26.78,5,9.82,1:28.246,2,9.43,1:26.91,4,9.68,1:27.382,3,9.65,1:27.26
