Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,JURKIEWICZ Przemyslaw POSITION,JURKIEWICZ Przemyslaw LAP TIME,JURKIEWICZ Przemyslaw ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,LIU Lantian POSITION,LIU Lantian LAP TIME,LIU Lantian ELAPSED TIME
1,7.090,7.090,4,7.308,7.308,2,7.099,7.099,3,7.159,7.159
3,9.613,16.703,4,9.640,16.947,1,8.963,16.062,2,9.520,16.679
2,9.329,26.032,4,9.276,26.223,1,8.973,25.034,3,9.370,26.049
3,9.509,35.540,4,9.483,35.705,1,9.168,34.202,2,9.406,35.455
0,,DQ,3,9.82,45.519,1,10.15,44.345,2,9.48,44.933
