van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME
2,13.73,,3,13.86,13.86,5,14.07,14.07,4,13.97,13.97,1,13.63,13.63
2,10.83,,3,10.75,24.61,5,10.75,24.82,4,10.67,24.64,1,10.84,24.47
3,10.02,,1,9.70,34.31,5,9.95,34.77,4,10.02,34.66,2,10.01,34.48
3,9.88,,1,10.03,44.34,5,9.97,44.74,4,9.93,44.59,2,9.95,44.43
4,10.05,,1,9.84,54.18,5,9.88,54.62,3,9.82,54.41,2,9.88,54.31
4,9.73,,2,9.85,1:04.03,5,9.98,1:04.60,3,9.75,1:04.16,1,9.61,1:03.92
4,9.71,,2,9.74,1:13.77,5,10.47,1:15.07,3,9.72,1:13.88,1,9.77,1:13.69
3,10.10,,2,9.88,1:23.65,5,10.98,1:26.05,4,10.26,1:24.14,1,9.86,1:23.55
3,9.93,,2,10.04,1:33.69,5,11.31,1:37.36,4,9.95,1:34.09,1,10.08,1:33.63
