Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,Kirill SHASHIN POSITION,Kirill SHASHIN LAP TIME,Kirill SHASHIN ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME
1,7.09,7.09,3,7.45,7.45,2,7.25,7.25,4,7.49,7.49,5,7.74,7.74
1,9.08,16.17,5,21.44,28.89,2,9.08,16.33,3,9.08,16.57,4,9.29,17.03
1,8.58,24.75,5,13.54,42.43,2,8.51,24.84,3,8.36,24.93,4,8.94,25.97
1,8.59,33.34,5,10.78,53.21,3,8.64,33.48,2,8.55,33.48,4,9.06,35.03
1,8.89,42.222,0,,notime,3,8.98,42.457,2,8.77,42.250,4,9.42,44.443
