Natsagnyam DUUREN POSITION,Natsagnyam DUUREN LAP TIME,Natsagnyam DUUREN ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Sherry STUTHRIDGE POSITION,Sherry STUTHRIDGE LAP TIME,Sherry STUTHRIDGE ELAPSED TIME,Maureen de LANGE POSITION,Maureen de LANGE LAP TIME,Maureen de LANGE ELAPSED TIME
3,8.565,8.565,1,7.785,7.785,4,8.948,8.948,2,7.932,7.932
3,11.561,20.126,1,10.132,17.916,4,11.280,20.227,2,10.130,18.062
4,11.713,31.838,1,9.687,27.603,3,11.082,31.308,2,9.752,27.814
4,11.435,43.273,1,9.706,37.309,3,11.417,42.725,2,10.016,37.830
4,11.75,55.022,1,10.00,47.303,3,11.91,54.635,2,10.42,48.249
