REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME
1,13.92,13.92,1,13.92,13.92,4,14.07,14.07,5,14.35,14.35,3,14.05,14.05,6,14.38,14.38
1,9.93,23.85,2,9.95,23.87,5,10.04,24.11,3,9.58,23.93,4,9.91,23.96,6,9.86,24.24
1,9.54,33.39,5,9.81,33.68,3,9.47,33.58,2,9.55,33.48,4,9.71,33.67,5,9.44,33.68
1,9.57,42.96,5,9.68,43.36,3,9.62,43.20,2,9.60,43.08,4,9.68,43.35,6,9.83,43.51
1,9.31,52.27,5,9.35,52.71,3,9.26,52.46,2,9.27,52.35,4,9.24,52.59,6,9.36,52.87
1,9.05,1:01.32,5,9.03,1:01.74,3,8.96,1:01.42,2,9.06,1:01.41,4,8.99,1:01.58,6,8.89,1:01.76
1,8.87,1:10.19,4,9.31,1:11.05,2,9.02,1:10.44,5,32.48,1:33.89,6,42.99,1:44.57,3,8.91,1:10.67
1,9.04,1:19.23,4,9.55,1:20.60,2,9.25,1:19.69,6,34.10,2:07.99,5,18.53,2:03.10,3,9.03,1:19.70
1,9.35,1:28.58,4,10.04,1:30.648,3,9.22,1:28.915,6,19.04,2:27.038,5,13.78,2:16.88,2,9.19,1:28.89
