SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME
3,13.06,13.06,2,12.97,12.97,1,12.74,12.74,5,13.25,13.25,4,13.12,13.12
1,9.76,22.82,4,10.29,23.26,2,10.18,22.92,3,9.82,23.07,5,10.17,23.29
1,9.95,32.77,4,9.80,33.06,2,9.95,32.87,3,9.86,32.93,5,9.93,33.22
1,9.65,42.42,5,9.72,42.78,2,9.65,42.52,3,9.63,42.56,4,9.47,42.69
1,9.37,51.79,5,9.50,52.28,2,9.42,51.94,3,9.54,52.10,4,9.48,52.17
1,9.52,1:01.31,5,9.40,1:01.68,2,9.47,1:01.41,3,9.40,1:01.50,4,9.34,1:01.51
1,9.41,1:10.72,5,9.50,1:11.18,2,9.40,1:10.81,4,9.50,1:11.00,3,9.42,1:10.93
1,9.21,1:19.93,5,9.37,1:20.55,2,9.22,1:20.03,4,9.36,1:20.36,3,9.27,1:20.20
1,9.24,1:29.176,5,9.87,1:30.424,2,9.22,1:29.252,4,9.54,1:29.902,3,9.12,1:29.328
