LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Remi BEAULIEU POSITION,Remi BEAULIEU LAP TIME,Remi BEAULIEU ELAPSED TIME,Jonathan GARCIA POSITION,Jonathan GARCIA LAP TIME,Jonathan GARCIA ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
1,6.72,6.72,2,6.86,6.86,3,6.97,6.97,4,7.22,7.22
1,8.89,15.61,2,8.94,15.80,3,9.06,16.03,4,8.94,16.16
1,8.35,23.96,2,8.40,24.20,3,8.61,24.64,4,8.78,24.94
1,8.52,32.48,2,8.56,32.76,3,8.70,33.34,4,8.92,33.86
1,8.82,41.294,2,8.77,41.529,3,8.89,42.222,4,9.04,42.895
