SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Sarah CHEN POSITION,Sarah CHEN LAP TIME,Sarah CHEN ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME
1,7.46,7.46,2,7.61,7.61,3,7.75,7.75,4,7.93,7.93
1,9.38,16.84,2,9.53,17.14,3,9.55,17.30,4,9.78,17.71
1,8.97,25.81,2,9.26,26.40,3,9.24,26.54,4,9.36,27.07
1,9.14,34.95,2,9.60,36.00,3,9.54,36.08,4,9.46,36.53
1,9.30,44.245,2,9.83,45.826,3,9.76,45.833,4,9.75,46.274
