Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,6.87,6.87,3,7.21,7.21,2,6.99,6.99,4,7.34,7.34
1,9.11,15.98,3,9.15,16.36,2,9.09,16.08,4,9.15,16.49
1,8.73,24.71,3,8.54,24.90,2,8.72,24.80,4,8.58,25.07
1,8.72,33.43,3,8.71,33.61,2,8.70,33.50,4,8.67,33.74
1,9.07,42.493,3,8.96,42.568,2,9.06,42.551,4,8.98,42.716
