Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME
2,13.39,13.39,4,13.70,13.70,1,13.23,13.23,3,13.51,13.51
2,10.21,23.60,4,10.14,23.84,1,10.27,23.50,3,10.18,23.69
2,10.23,33.83,4,10.25,34.09,1,10.25,33.75,3,10.25,33.94
2,10.40,44.23,4,10.40,44.49,1,10.37,44.12,3,10.41,44.35
2,10.15,54.38,4,10.24,54.73,1,10.15,54.27,3,10.11,54.46
2,10.24,1:04.62,4,10.38,1:05.11,1,10.26,1:04.53,3,10.29,1:04.75
1,9.98,1:14.60,4,10.74,1:15.85,2,10.29,1:14.82,3,10.14,1:14.89
1,10.25,1:24.85,4,11.41,1:27.26,3,10.65,1:25.47,2,10.19,1:25.08
1,10.09,1:34.931,4,11.47,1:38.723,3,10.67,1:36.140,2,10.15,1:35.228
