Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Kinga KOVACS POSITION,Kinga KOVACS LAP TIME,Kinga KOVACS ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME
2,16.034,16.034,3,16.053,16.053,4,16.291,16.291,1,15.875,15.875
2,13.543,29.577,3,13.535,29.588,4,13.504,29.794,1,13.519,29.394
2,11.667,41.243,3,11.677,41.264,4,11.517,41.311,1,11.830,41.224
1,10.402,51.645,2,10.456,51.720,4,10.804,52.114,3,10.613,51.837
2,10.718,1:02.363,1,10.279,1:01.999,4,10.400,1:02.514,3,10.677,1:02.513
2,9.655,1:12.017,1,9.698,1:11.696,3,9.834,1:12.347,4,10.077,1:12.590
2,9.936,1:21.953,1,9.947,1:21.643,4,10.155,1:22.501,3,9.907,1:22.496
2,9.944,1:31.897,1,10.046,1:31.688,4,10.579,1:33.080,3,10.572,1:33.068
1,10.08,1:41.974,2,10.53,1:42.210,4,11.11,1:44.184,3,10.32,1:43.386
