Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Aslan DAUMOV POSITION,Aslan DAUMOV LAP TIME,Aslan DAUMOV ELAPSED TIME,Alexander ZHELEZNOV POSITION,Alexander ZHELEZNOV LAP TIME,Alexander ZHELEZNOV ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME
1,6.927,6.927,4,7.698,7.698,3,7.343,7.343,2,6.946,6.946
2,9.506,16.433,4,10.311,18.009,3,9.868,17.210,1,9.465,16.411
1,9.223,25.655,3,7.891,25.899,4,9.574,26.784,2,9.303,25.714
1,9.598,35.252,4,12.624,38.523,3,9.829,36.612,2,9.621,35.335
2,9.94,45.188,4,10.72,49.236,3,10.31,46.920,1,9.77,45.100
