Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,6.52,6.52,2,6.91,6.91,3,7.15,7.15,4,7.45,7.45
1,9.31,15.83,2,9.07,15.99,3,9.07,16.22,4,8.98,16.43
1,8.42,24.25,2,8.80,24.79,3,8.67,24.90,4,8.78,25.21
1,9.01,33.27,3,9.21,34.01,2,9.10,34.00,4,9.06,34.28
1,9.42,42.688,3,9.15,43.159,2,9.16,43.157,4,9.38,43.654
