Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
1,12.46,12.46,3,12.67,12.67,2,12.59,12.59,4,12.77,12.77
1,9.79,22.25,3,9.71,22.38,2,9.67,22.26,4,9.72,22.49
1,9.49,31.74,3,9.54,31.92,2,9.51,31.77,4,9.51,32.00
1,9.26,41.00,3,9.28,41.20,2,9.32,41.09,4,9.29,41.29
1,9.25,50.25,3,9.25,50.45,2,9.22,50.31,4,9.26,50.55
1,9.37,59.62,3,9.38,59.83,2,9.42,59.73,4,9.38,59.93
1,9.14,1:08.76,3,9.12,1:08.95,2,9.06,1:08.79,4,9.13,1:09.06
1,9.26,1:18.02,2,9.12,1:18.07,4,44.98,1:53.77,3,9.14,1:18.20
2,9.45,1:27.470,1,9.36,1:27.430,4,22.93,2:16.699,3,9.32,1:27.515
