Dennis VISSER POSITION,Dennis VISSER LAP TIME,Dennis VISSER ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,JIA Haidong POSITION,JIA Haidong LAP TIME,JIA Haidong ELAPSED TIME
2,12.46,12.46,1,12.45,12.45,4,12.67,12.67,5,12.80,12.80,3,12.52,12.52
2,9.34,21.80,3,9.36,21.81,4,9.32,21.99,5,9.30,22.10,1,9.17,21.69
2,9.24,31.04,4,9.38,31.19,3,9.13,31.12,5,9.20,31.30,1,9.26,30.95
2,9.40,40.44,4,9.45,40.64,3,9.44,40.56,5,9.49,40.79,1,9.41,40.36
2,9.30,49.74,5,10.89,51.53,3,9.36,49.92,4,9.21,50.00,1,9.24,49.60
2,9.14,58.88,5,10.46,1:01.99,3,9.06,58.98,4,9.12,59.12,1,9.18,58.78
2,9.20,1:08.08,5,10.33,1:12.32,3,9.20,1:08.18,4,9.14,1:08.26,1,9.20,1:07.98
2,9.12,1:17.20,5,11.38,1:23.70,3,9.13,1:17.31,4,9.20,1:17.46,1,9.11,1:17.09
2,9.19,1:26.39,5,12.79,1:36.49,3,9.18,1:26.49,4,9.12,1:26.58,1,9.22,1:26.31
