YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME,Simon FRANCIS POSITION,Simon FRANCIS LAP TIME,Simon FRANCIS ELAPSED TIME
1,6.91,6.91,2,7.03,7.03,3,7.35,7.35,4,7.46,7.46
1,8.89,15.80,2,8.94,15.97,4,9.31,16.66,3,9.15,16.61
1,8.59,24.39,2,8.74,24.71,4,8.95,25.61,3,8.95,25.56
1,8.74,33.13,2,8.89,33.60,4,9.00,34.61,3,9.01,34.57
1,8.98,42.110,2,9.16,42.753,3,9.55,44.153,4,23.98,58.547
