Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME
2,7.048,7.048,1,6.885,6.885,4,7.292,7.292,3,7.057,7.057
2,9.276,16.324,1,9.304,16.188,4,9.314,16.605,3,9.322,16.379
4,10.291,26.614,1,8.879,25.067,3,9.989,26.593,2,8.800,25.179
3,19.151,45.765,1,9.167,34.233,4,27.223,53.816,2,9.202,34.380
3,16.70,1:02.459,1,9.49,43.721,4,17.22,1:11.034,2,10.04,44.417
