Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME
1,6.84,6.84,3,7.20,7.20,2,6.99,6.99,4,7.31,7.31,5,7.42,7.42
1,8.82,15.66,4,8.99,16.19,2,8.79,15.78,3,8.74,16.05,5,8.87,16.29
1,8.28,23.94,4,8.31,24.50,2,8.22,24.00,3,8.32,24.37,5,8.30,24.59
1,8.36,32.30,4,8.34,32.84,2,8.54,32.54,3,8.27,32.64,5,8.35,32.94
1,8.51,40.81,4,15.15,47.992,2,8.40,40.94,5,17.33,49.977,3,8.45,41.39
