KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME
1,13.86,13.86,2,13.98,13.98,3,14.08,14.08,4,14.28,14.28,5,14.47,14.47
1,10.42,24.28,2,10.42,24.40,3,10.43,24.51,4,10.41,24.69,5,10.35,24.82
1,9.96,34.24,2,9.92,34.32,4,10.00,34.51,3,9.73,34.42,5,9.79,34.61
1,9.69,43.93,2,9.70,44.02,4,9.76,44.27,3,9.76,44.18,5,9.77,44.38
1,9.38,53.31,2,9.39,53.41,3,9.26,53.53,4,9.44,53.62,5,9.44,53.82
1,9.07,1:02.38,2,9.08,1:02.49,3,9.04,1:02.57,4,9.04,1:02.66,5,9.49,1:03.31
1,8.96,1:11.34,2,8.94,1:11.43,3,8.99,1:11.56,4,9.02,1:11.68,5,9.83,1:13.14
1,8.90,1:20.24,2,8.90,1:20.33,3,8.99,1:20.55,5,23.60,1:35.28,4,10.24,1:23.38
1,9.03,1:29.27,2,9.09,1:29.42,3,9.26,1:29.81,5,13.38,1:48.66,4,10.61,1:33.99
