Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME
1,7.11,7.11,3,7.43,7.43,2,7.28,7.28,4,7.73,7.73
1,9.31,16.42,3,9.24,16.67,2,9.25,16.53,4,9.50,17.23
1,8.75,25.17,3,8.67,25.34,2,8.70,25.23,4,9.22,26.45
1,8.98,34.15,3,8.99,34.33,2,8.99,34.22,4,9.36,35.81
1,9.13,43.276,3,9.13,43.457,2,9.17,43.389,4,9.62,45.430
