CHANG Yin-Cheng POSITION,CHANG Yin-Cheng LAP TIME,CHANG Yin-Cheng ELAPSED TIME,DJEMAL Aydin POSITION,DJEMAL Aydin LAP TIME,DJEMAL Aydin ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,LU Xiucheng POSITION,LU Xiucheng LAP TIME,LU Xiucheng ELAPSED TIME
2,7.48,7.48,4,7.75,7.75,1,7.27,7.27,3,7.54,7.54
4,10.60,18.08,3,9.79,17.54,1,9.22,16.49,2,9.62,17.16
4,9.89,27.97,3,9.34,26.88,1,9.25,25.74,2,9.00,26.16
4,9.81,37.78,3,9.16,36.04,1,9.21,34.95,2,9.09,35.25
4,10.34,48.113,3,9.52,45.556,1,9.54,44.485,2,9.26,44.504
