DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Timur ZAKHAROV POSITION,Timur ZAKHAROV LAP TIME,Timur ZAKHAROV ELAPSED TIME,Angus McCULLOCH POSITION,Angus McCULLOCH LAP TIME,Angus McCULLOCH ELAPSED TIME,Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME
1,7.17,7.17,3,7.51,7.51,5,11.11,11.11,2,7.46,7.46,4,7.66,7.66
1,9.55,16.72,3,9.83,17.34,5,12.73,23.84,4,10.09,17.55,2,9.51,17.17
1,8.95,25.67,3,9.00,26.34,5,10.77,34.61,4,9.31,26.86,2,8.76,25.93
1,9.26,34.93,3,9.17,35.51,5,10.66,45.27,4,9.68,36.54,2,9.07,35.00
1,9.26,44.187,3,9.40,44.903,5,10.24,55.501,4,9.55,46.089,2,9.27,44.261
