KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME
1,7.01,7.01,2,7.32,7.32,3,7.43,7.43
1,9.26,16.27,2,9.26,16.58,3,9.25,16.68
1,8.65,24.92,3,8.94,25.52,2,8.65,25.33
1,8.85,33.77,3,8.98,34.50,2,8.87,34.20
1,9.00,42.767,3,9.37,43.861,2,9.20,43.396
