David CAKO POSITION,David CAKO LAP TIME,David CAKO ELAPSED TIME,Salvijus RAMANAUSKAS POSITION,Salvijus RAMANAUSKAS LAP TIME,Salvijus RAMANAUSKAS ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME
4,13.00,13.00,3,12.60,12.60,2,12.47,12.47,1,12.13,12.13
4,8.91,21.91,3,9.14,21.74,2,9.18,21.65,1,9.03,21.16
4,9.35,31.26,2,9.32,31.06,3,9.46,31.11,1,8.97,30.13
4,9.41,40.67,2,9.18,40.24,3,9.37,40.48,1,8.96,39.09
4,9.30,49.97,2,9.38,49.62,3,9.36,49.84,1,8.98,48.07
4,9.59,59.56,2,9.58,59.20,3,9.51,59.35,1,9.12,57.19
4,9.74,1:09.30,2,9.78,1:08.98,3,9.79,1:09.14,1,9.33,1:06.52
4,10.04,1:19.34,2,10.05,1:19.03,3,10.01,1:19.15,1,9.52,1:16.04
3,10.44,1:29.760,2,10.15,1:29.162,4,11.67,1:30.787,1,9.67,1:25.700
