Derek GRAY POSITION,Derek GRAY LAP TIME,Derek GRAY ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME
1,6.971,6.971,4,7.239,7.239,2,7.056,7.056,3,7.148,7.148
1,9.271,16.242,4,9.419,16.658,2,9.224,16.279,3,9.226,16.374
1,8.917,25.159,4,9.015,25.672,3,9.088,25.367,2,8.912,25.286
1,9.192,34.351,4,9.207,34.879,3,9.318,34.684,2,9.117,34.402
2,9.64,43.988,4,9.57,44.441,3,9.61,44.287,1,9.16,43.562
