LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
1,13.08,13.08,2,13.16,13.16,3,13.28,13.28,4,13.44,13.44
3,9.78,22.86,1,9.48,22.64,2,9.49,22.77,4,9.69,23.13
3,9.76,32.62,2,9.83,32.47,1,9.68,32.45,4,9.66,32.79
3,9.71,42.33,2,9.68,42.15,1,9.69,42.14,4,9.69,42.48
3,9.73,52.06,1,9.64,51.79,2,9.79,51.93,4,9.69,52.17
3,9.80,1:01.86,1,9.85,1:01.64,2,9.82,1:01.75,4,9.83,1:02.00
3,9.64,1:11.50,1,9.61,1:11.25,2,9.62,1:11.37,4,9.64,1:11.64
3,9.52,1:21.02,1,9.56,1:20.81,2,9.54,1:20.91,4,9.58,1:21.22
3,9.68,1:30.691,1,9.71,1:30.520,2,9.71,1:30.616,4,9.65,1:30.869
