Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Cole KRUEGER POSITION,Cole KRUEGER LAP TIME,Cole KRUEGER ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME
1,12.62,12.62,2,12.78,12.78,3,12.89,12.89,4,13.08,13.08
2,9.55,22.17,1,9.38,22.16,3,9.45,22.34,4,9.43,22.51
2,9.15,31.32,1,9.07,31.23,3,9.02,31.36,4,8.93,31.44
2,8.87,40.19,1,8.86,40.09,3,8.88,40.24,4,8.83,40.27
2,8.93,49.12,1,8.90,48.99,3,8.98,49.22,4,9.11,49.38
2,8.99,58.11,1,8.93,57.92,3,8.97,58.19,4,8.92,58.30
2,9.17,1:07.28,1,9.01,1:06.93,4,9.24,1:07.43,3,9.09,1:07.39
3,9.42,1:16.70,1,9.14,1:16.07,4,9.35,1:16.78,2,9.29,1:16.68
4,10.11,1:26.808,1,9.61,1:25.679,3,9.48,1:26.259,2,9.55,1:26.223
